Origin,Artist_Name,Artwork_Name,Year
None,Albert Oehlen,Untitled,1989
None,Albert Oehlen,Untitled,1989
None,Albert Oehlen,Untitled,1993
None,Albert Oehlen,Peon,1996
None,Albert Oehlen,Interior,1998
None,Albert Oehlen,Titanium Cat with Laboratory Tested Animal,1999
None,Albert Pinkham Ryder,In the Stable,1900
None,Albert Pinkham Ryder,The Race Track (Death on a Pale Horse),1900
None,Albert Pinkham Ryder,Pegasus Departing,1901
None,Albert Pinkham Ryder,A Country Girl,1905
None,Albert Pinkham Ryder,Lord Ullin's Daughter,1905
None,Albert Pinkham Ryder,King Cophetua and the Beggar Maid,1906
None,Albert Trachsel,Droomlandschap,1905
None,Albert Trachsel,Dream Landscape with a Group of Trees,1906
None,Albert Trachsel,Paesaggio da sogno,1907
None,Albert Trachsel,Blaue Bergkuppe,1910
None,Albert Trachsel,Landschaft mit freistehender Weide,1929
None,Albert Trachsel,Berglandschaft,1930
None,Alberto Biasi,Proiezione di luce e ombre,1961
None,Alberto Biasi,Scudo Dinamico,1962
None,Alberto Biasi,Untitled,1962
None,Alberto Biasi,Gocce in gabbia,1964
None,Alberto Biasi,Polyptych M,1968
None,Alberto Biasi,Ottico cinetico,1969
None,Alberto Biasi,Politipo Contrazione-Espansione,1970
None,Alberto Biasi,Dis Torsione,1971
None,Alberto Biasi,Untitled,1972
None,Alberto Biasi,Gocce,1975
None,Alberto Biasi,Politipo,1975
None,Alberto Biasi,Inganno di Afrodite,1979
None,Alberto Biasi,Attraverso senza toccare,1982
None,Alberto Biasi,Untitled,1985
None,Alberto Biasi,Dinamica Ottica,1989
None,Alberto Biasi,Untitled,1990
None,Alberto Biasi,Ritratto Di G,1990
None,Alberto Biasi,Palla cangiante n.2,1998
None,Alberto Burri,Procession of the Dead Christ,1946
None,Alberto Burri,Upper Piazza,1947
None,Alberto Burri,Untitled,1952
None,Alberto Burri,Composition,1953
None,Alberto Burri,Sackcloth,1953
None,Alberto Burri,Sacking and Red,1954
None,Alberto Burri,Cover for 17 variazioni su temi proposti per una pura ideologia fonetica,1955
None,Alberto Burri,Plate from 17 variazioni su temi proposti per una pura ideologia fonetica,1955
None,Alberto Burri,Plate from 17 variazioni su temi proposti per una pura ideologia fonetica,1955
None,Alberto Burri,Combustione,1957
None,Alberto Burri,Iron,1960
None,Alberto Burri,Combustion,1961
None,Alberto Burri,Red Plastic,1961
None,Alberto Burri,White Cretto,1975
None,Alberto Burri,Cretto Grande Bianco,1982
None,Alberto Gironella,Pudridero,1964
None,Alberto Gironella,Francisco Lezcano en su taller,1966
None,Alberto Gironella,Festin a Bunuel,1975
None,Alberto Gironella,Terra Nostra,1975
None,Alberto Gironella,La Reina de los yugos,1976
None,Alberto Gironella,El sueno de Dona Marina 2,1977
None,Alberto Gironella,Madre Patria,1985
None,Alberto Gironella,Sanda as Carmen,1985
None,Alberto Gironella,Carmen,1987
None,Alberto Gironella,M. Degas visita a Sonia,1988
None,Alberto Gironella,Zapata con balazos,1988
None,Alberto Gironella,Edna la famosa,1990
None,Alberto Gironella,Potlash - homenaje a Octavio Paz,1990
None,Alberto Gironella,Carmen,1991
None,Alberto Gironella,Ultramarinos,1991
None,Alberto Gironella,Madonna,1992
None,Alberto Gironella,Madonna con esqueleto,1993
None,Alberto Magnelli,Maschere No 1,1909
None,Alberto Magnelli,Maschere No 1,1909
None,Alberto Magnelli,"Decorative Panel, Woman No. 2",1910
None,Alberto Magnelli,"Decorative Panel, Woman No. 2",1910
None,Alberto Magnelli,Man Smoking,1914
None,Alberto Magnelli,Map of the World and Lacerba,1914
None,Alberto Magnelli,Nude No. 1,1914
None,Alberto Magnelli,The Cafe,1914
None,Alberto Magnelli,The Drunk Man,1914
None,Alberto Magnelli,Woman on a Balcony,1914
None,Alberto Magnelli,Man Smoking,1914
None,Alberto Magnelli,Map of the World and Lacerba,1914
None,Alberto Magnelli,Nude No. 1,1914
None,Alberto Magnelli,The Cafe,1914
None,Alberto Magnelli,The Drunk Man,1914
None,Alberto Magnelli,Woman on a Balcony,1914
None,Alberto Magnelli,Femme Ã  la blouse jaune,1916
None,Alberto Magnelli,La Toilette,1917
None,Alberto Magnelli,La Toilette,1917
None,Alberto Magnelli,Explosion lyrique no. C,1918
None,Alberto Magnelli,Lyrical Explosion No. 12,1918
None,Alberto Magnelli,Explosion lyrique no. C,1918
None,Alberto Magnelli,Lyrical Explosion No. 12,1918
None,Alberto Magnelli,Farmers at Table,1922
None,Alberto Magnelli,Tuscan Landscape,1922
None,Alberto Magnelli,Farmers at Table,1922
None,Alberto Magnelli,Tuscan Landscape,1922
None,Alberto Magnelli,The Readers,1931
None,Alberto Magnelli,The Readers,1931
None,Alberto Magnelli,Pierres No. 21,1933
None,Alberto Magnelli,Pierres No. 21,1933
None,Alberto Magnelli,Incantation,1935
None,Alberto Magnelli,Incantation,1935
None,Alberto Magnelli,Composition,1941
None,Alberto Magnelli,Points D'Hostilite No. 2 A,1941
None,Alberto Magnelli,Composition,1941
None,Alberto Magnelli,Points D'Hostilite No. 2 A,1941
None,Alberto Magnelli,Tension D'Images,1945
None,Alberto Magnelli,Tension D'Images,1945
None,Alberto Magnelli,Mystere vert,1952
None,Alberto Magnelli,Mystere vert,1952
None,Alberto Magnelli,Animated Tension,1953
None,Alberto Magnelli,Animated Tension,1953
None,Alberto Magnelli,Bulwark No. 1,1958
None,Alberto Magnelli,Conversations,1958
None,Alberto Magnelli,Bulwark No. 1,1958
None,Alberto Magnelli,Conversations,1958
None,Alberto Magnelli,Composition,1960
None,Alberto Magnelli,Composition,1960
None,Alberto Magnelli,Composizione,1962
None,Alberto Magnelli,Composizione,1962
None,Alberto Magnelli,Sur fond gris n. 10,1963
None,Alberto Magnelli,Untitled,1963
None,Alberto Magnelli,Sur fond gris n. 10,1963
None,Alberto Magnelli,Untitled,1963
None,Alberto Magnelli,Composizione in Azzurro,1965
None,Alberto Magnelli,Repercussion 4,1965
None,Alberto Magnelli,Composizione in Azzurro,1965
None,Alberto Magnelli,Repercussion 4,1965
None,Alberto Magnelli,Ordered Tempest,1967
None,Alberto Magnelli,Ordered Tempest,1967
None,Alberto Magnelli,La Magnanerie de la Ferrage,1971
None,Alberto Magnelli,La Magnanerie de la Ferrage,1971
None,Aldemir Martins,Vase of Flowers,1949
None,Aldemir Martins,Perfil de Mulher,1967
None,Aldemir Martins,Frutas,1968
None,Aldemir Martins,Vase With Flowers,1968
None,Aldemir Martins,Flores,1971
None,Aldemir Martins,Galo,1977
None,Aldemir Martins,Baiana,1980
None,Aldemir Martins,Bumba meu Boi,1981
None,Aldemir Martins,Cat,1982
None,Aldemir Martins,Galo,1987
None,Aldemir Martins,Vase With Flowers,1990
None,Aldemir Martins,Cesta Com Frutas,1998
None,Aldo Mondino,Untitled,1960
None,Aldo Mondino,Bela Balans,1965
None,Aldo Mondino,Cad. Eva americana,1966
None,Aldo Mondino,Caduta di stella,1968
None,Aldo Mondino,Iniziazione,1969
None,Aldo Mondino,Cioccolatini da morto,1970
None,Aldo Mondino,Collage,1973
None,Aldo Mondino,"AM. Strande, Paris",1981
None,Aldo Mondino,Viola dâ€™amore,1985
None,Aldo Mondino,Byron,1989
None,Aldo Mondino,Osman III (1754-1757),1989
None,Aldo Mondino,Capi e copricapi,1993
None,Aldo Mondino,Ritratto di Georgia O'Keeffe,1993
None,Aldo Mondino,Silveti,1995
None,Aldo Mondino,Turcata,1998
None,Aldo Mondino,Qui c'est moi. Chocolate mosaic,1999
None,Alejandro Cabeza,Landscape of Spain,1989
None,Alejandro Obregon,Torocondor,1959
None,Alejandro Obregon,Parque Salamanca,1979
None,Alejandro Obregon,Guatavita,1981
None,Alejandro Obregon,Baranquilla,1982
None,Alejandro Obregon,Untitled,1982
None,Alejandro Obregon,Atardecer Marino,1983
None,Alejandro Obregon,La Ola,1987
None,Alejandro Obregon,Vientos,1989
None,Aleksander Gierymski,Piazza del Popolo w Rzymie,1901
None,Aleksandr Deyneka,Child's drawing,1903
None,Aleksandr Deyneka,Portrait of a Boy,1915
None,Aleksandr Deyneka,Portrait of a student,1916
None,Aleksandr Deyneka,Portrait of an old man,1916
None,Aleksandr Deyneka,Self-portrait,1916
None,Aleksandr Deyneka,Winter in Kursk,1916
None,Aleksandr Deyneka,Donbass,1924
None,Aleksandr Deyneka,With change,1927
None,Aleksandr Deyneka,Worker and peasant,1927
None,Aleksandr Deyneka,"Yard. Board, c.1920-",1930
None,Aleksandr Deyneka,We have to become specialists ,1931
None,Aleksandr Deyneka,Who will defeat whom ,1932
None,Aleksandr Deyneka,"Work, build and don't weep ",1933
None,Aleksandr Deyneka,Youth Negro,1935
None,Aleksandr Deyneka,Future Pilots,1938
None,Aleksandr Deyneka,Gagarin's Day in Paris,1962
None,Aleksandr Deyneka,"Youth, 196",1962
None,Aleksandra Ekster,"Still life, 190",1910
None,Aleksandra Ekster,Three Female Figures,1910
None,Aleksandra Ekster,"Still life, 190",1910
None,Aleksandra Ekster,Three Female Figures,1910
None,Aleksandra Ekster,Bridge. Sevres,1912
None,Aleksandra Ekster,Color construction,1912
None,Aleksandra Ekster,Interno cubista,1912
None,Aleksandra Ekster,View of Paris,1912
None,Aleksandra Ekster,Bridge. Sevres,1912
None,Aleksandra Ekster,Color construction,1912
None,Aleksandra Ekster,Interno cubista,1912
None,Aleksandra Ekster,View of Paris,1912
None,Aleksandra Ekster,City,1913
None,Aleksandra Ekster,Still life,1913
None,Aleksandra Ekster,City,1913
None,Aleksandra Ekster,Still life,1913
None,Aleksandra Ekster,Color Dynamics,1914
None,Aleksandra Ekster,"Genoa, 191",1914
None,Aleksandra Ekster,"Still life, bowl of cherries",1914
None,Aleksandra Ekster,Wine,1914
None,Aleksandra Ekster,Color Dynamics,1914
None,Aleksandra Ekster,"Genoa, 191",1914
None,Aleksandra Ekster,"Still life, bowl of cherries",1914
None,Aleksandra Ekster,Wine,1914
None,Aleksandra Ekster,"Florence, 191",1915
None,Aleksandra Ekster,Still life with egg,1915
None,Aleksandra Ekster,Venice,1915
None,Aleksandra Ekster,"Florence, 191",1915
None,Aleksandra Ekster,Still life with egg,1915
None,Aleksandra Ekster,Venice,1915
None,Aleksandra Ekster,Cityscape (composition,1916
None,Aleksandra Ekster,"Costume Design for the play ""Famira Kifared"""""""" by Innokentiy Annenski. Maenad.""""""",1916
None,Aleksandra Ekster,"Costume Design for the play ""Famira Kifared""""""""""""""",1916
None,Aleksandra Ekster,"Costume Design for the play ""Famira Kifared""""""""""""""",1916
None,Aleksandra Ekster,Costume design for theatre Moscow,1916
None,Aleksandra Ekster,Cityscape (composition,1916
None,Aleksandra Ekster,"Costume Design for the play ""Famira Kifared"""""""" by Innokentiy Annenski. Maenad.""""""",1916
None,Aleksandra Ekster,"Costume Design for the play ""Famira Kifared""""""""""""""",1916
None,Aleksandra Ekster,"Costume Design for the play ""Famira Kifared""""""""""""""",1916
None,Aleksandra Ekster,Costume design for theatre Moscow,1916
None,Aleksandra Ekster,"Costume design for ""Dance of the Seven Veils""""""""""""""",1917
None,Aleksandra Ekster,Costume design for Salome,1917
None,Aleksandra Ekster,"Costume design for ""Dance of the Seven Veils""""""""""""""",1917
None,Aleksandra Ekster,Costume design for Salome,1917
None,Aleksandra Ekster,"Blue, black, red, 191",1918
None,Aleksandra Ekster,"Futuristic composition, 191",1918
None,Aleksandra Ekster,Women's costume,1918
None,Aleksandra Ekster,"Blue, black, red, 191",1918
None,Aleksandra Ekster,"Futuristic composition, 191",1918
None,Aleksandra Ekster,Women's costume,1918
None,Aleksandra Ekster,City at Night,1919
None,Aleksandra Ekster,City at Night,1919
None,Aleksandra Ekster,Costume for Romeo and Juliet,1920
None,Aleksandra Ekster,Women's costume for the Spanish dance,1920
None,Aleksandra Ekster,Women's costume for the Spanish dance,1920
None,Aleksandra Ekster,Women's costume for the Spanish dance,1920
None,Aleksandra Ekster,Costume for Romeo and Juliet,1920
None,Aleksandra Ekster,Women's costume for the Spanish dance,1920
None,Aleksandra Ekster,Women's costume for the Spanish dance,1920
None,Aleksandra Ekster,Women's costume for the Spanish dance,1920
None,Aleksandra Ekster,"Costume Design for ""Modern Khlestakov""""""""""""""",1921
None,Aleksandra Ekster,"Romeo and Juliet, costume for first mask at ball",1921
None,Aleksandra Ekster,"Theatrical costume design for the play by William Shakespeare's ""Romeo and Juliet """"""""""""""",1921
None,Aleksandra Ekster,"Costume Design for ""Modern Khlestakov""""""""""""""",1921
None,Aleksandra Ekster,"Romeo and Juliet, costume for first mask at ball",1921
None,Aleksandra Ekster,"Theatrical costume design for the play by William Shakespeare's ""Romeo and Juliet """"""""""""""",1921
None,Aleksandra Ekster,Satanic Ballet,1922
None,Aleksandra Ekster,Satanic Ballet,1922
None,Aleksandra Ekster,"Construction, 192",1923
None,Aleksandra Ekster,"Construction, 192",1923
None,Aleksandra Ekster,Venice,1924
None,Aleksandra Ekster,Venice,1924
None,Aleksandra Ekster,Venice,1925
None,Aleksandra Ekster,Venice,1925
None,Aleksandra Ekster,City,1927
None,Aleksandra Ekster,City,1927
None,Aleksandra Ekster,"Woman with birds, 192",1928
None,Aleksandra Ekster,"Woman with birds, 192",1928
None,Aleksandra Ekster,"Don Juan, and death. Sheet of from the album ""Theater Set""""""""""""""",1930
None,Aleksandra Ekster,"Don Juan, and death. Sheet of from the album ""Theater Set""""""""""""""",1930
None,Aleksandra Ekster,"Woman with fish, 193",1934
None,Aleksandra Ekster,"Woman with fish, 193",1934
None,Aleksandra Ekster,"View of the bridge, 193",1938
None,Aleksandra Ekster,"View of the bridge, 193",1938
None,Aleksandra Ekster,"View of the bridge, 193",1938
None,Aleksandra Ekster,"View of the bridge, 193",1938
None,Alex Colville,Man on Verandah,1953
None,Alex Colville,Horse and Train,1954
None,Alex Colville,Couple on Beach,1957
None,Alex Colville,To Prince Edward Island,1965
None,Alex Colville,Pacific,1967
None,Alex Colville,In the Woods,1976
None,Alex Colville,Dog and Priest,1978
None,Alex Colville,French Cross,1988
None,Alex Hay,Chicken Wire,1963
None,Alex Hay,"Egg on Plate with Knife, Fork, and Spoon",1964
None,Alex Hay,Guest Check,1968
None,Alex Hay,Paper Bag,1968
None,Alexander Boghossian,Untitled (Head of a Woman),1961
None,Alexander Boghossian,Untitled (Abstract Composition),1964
None,Alexander Boghossian,Untitled (Abstract Composition),1966
None,Alexander Boghossian,Axum,1967
None,Alexander Boghossian,The End of the Beginning,1973
None,Alexander Boghossian,African Images,1980
None,Alexander Boghossian,Time Cycle III,1981
None,Alexander Boghossian,Jacob's Ladder,1984
None,Alexander Boghossian,Composition II,1997
None,Alexander Calder,Cow ,1926
None,Alexander Calder,Helen Wills,1927
None,Alexander Calder,Elephant,1928
None,Alexander Calder,Romulus and Remus ,1928
None,Alexander Calder,Spring ,1928
None,Alexander Calder,Portrait of a Man ,1929
None,Alexander Calder,Object with Red Ball,1931
None,Alexander Calder,The Circus ,1932
None,Alexander Calder,Steel Fish,1934
None,Alexander Calder,A Universe,1934
None,Alexander Calder,Diana ,1934
None,Alexander Calder,Untitled,1935
None,Alexander Calder,Form against Yellow (Yellow Panel),1936
None,Alexander Calder,Gibraltar,1936
None,Alexander Calder,Devil Fish ,1937
None,Alexander Calder,Lobster Trap and Fish Tail,1939
None,Alexander Calder,Hollow Egg ,1939
None,Alexander Calder,Boomerangs,1941
None,Alexander Calder,Arc of Petals,1941
None,Alexander Calder,Untitled ,1941
None,Alexander Calder,Vertical Constellation with Bomb,1943
None,Alexander Calder,Fish,1944
None,Alexander Calder,The Acrobats ,1944
None,Alexander Calder,The Big I ,1944
None,Alexander Calder,The Circus,1944
None,Alexander Calder,Yellow Tights ,1945
None,Alexander Calder,Silver Bed Head ,1946
None,Alexander Calder,Composition in Black ,1946
None,Alexander Calder,Blue Feather,1948
None,Alexander Calder,Finny Fish,1948
None,Alexander Calder,Snow Flurry,1948
None,Alexander Calder,Only Only Bird ,1951
None,Alexander Calder,Black Sun ,1953
None,Alexander Calder,Red Cascad,1954
None,Alexander Calder,Red Mobile,1956
None,Alexander Calder,The Star,1960
None,Alexander Calder,The Y,1960
None,Alexander Calder,Hooked Rug ,1965
None,Alexander Calder,Two Discs ,1965
None,Alexander Calder,7 Circles Abstract,1966
None,Alexander Calder,Abstraction ,1966
None,Alexander Calder,Grid With Symbols ,1966
None,Alexander Calder,Stainless Stealer ,1966
None,Alexander Calder,Man,1967
None,Alexander Calder,Across the Orange Moons,1967
None,Alexander Calder,The X and Its Tails,1967
None,Alexander Calder,La Grande Vitesse,1969
None,Alexander Calder,Spiral,1970
None,Alexander Calder,Spiral Composition ,1970
None,Alexander Calder,Three Bollards ,1970
None,Alexander Calder,Untitled ,1970
None,Alexander Calder,Maquette for Flamingo ,1972
None,Alexander Calder,Waves ,1973
None,Alexander Calder,Critter with Mobile Top ,1974
None,Alexander Calder,Grey Oval ,1975
None,Alexander Liberman,Two Circles,1950
None,Alexander Liberman,Two Circles,1950
None,Alexander Liberman,Beat,1952
None,Alexander Liberman,Path IV,1952
None,Alexander Liberman,Time,1952
None,Alexander Liberman,Beat,1952
None,Alexander Liberman,Path IV,1952
None,Alexander Liberman,Time,1952
None,Alexander Liberman,Revolving,1959
None,Alexander Liberman,Revolving,1959
None,Alexander Liberman,Omega IX,1961
None,Alexander Liberman,Omicron V,1961
None,Alexander Liberman,Omicron VII,1961
None,Alexander Liberman,Omega IX,1961
None,Alexander Liberman,Omicron V,1961
None,Alexander Liberman,Omicron VII,1961
None,Alexander Liberman,Air,1962
None,Alexander Liberman,Socrates,1962
None,Alexander Liberman,Untitled Abstract,1962
None,Alexander Liberman,Air,1962
None,Alexander Liberman,Socrates,1962
None,Alexander Liberman,Untitled Abstract,1962
None,Alexander Liberman,Gate of Hope,1972
None,Alexander Liberman,Gate of Hope,1972
None,Alexander Liberman,Untitled Abstract,1975
None,Alexander Liberman,Untitled Abstract,1975
None,Alexander Liberman,Erg Series,1977
None,Alexander Liberman,Untitled Abstract,1977
None,Alexander Liberman,Erg Series,1977
None,Alexander Liberman,Untitled Abstract,1977
None,Alexander Liberman,Stargazer,1983
None,Alexander Liberman,Stargazer,1983
None,Alexander Pope,After the Hunt ,1900
None,Alexander Pope,Springer Spaniel with Pheasant ,1900
None,Alexander Pope,The Trumpeter Swan ,1900
None,Alexander Pope,Weapons of War,1900
None,Alexander Pope,At the Kennel Door ,1905
None,Alexander Pope,Sheep in Field ,1905
None,Alexander Pope,Trophies of the Hunt ,1905
None,Alexander Pope,A Pair of Setters ,1913
None,Alexander Shilov,Our land,1972
None,Alexander Shilov,Shepherd ,1975
None,Alexander Shilov,Ballet dancer Ludmila Semenyaka,1980
None,Alexander Shilov,Violet with the cat,1980
None,Alexander Shilov,Rosemary Flowered  ,1980
None,Alexander Shilov,Alone ,1980
None,Alexander Shilov,Portrait of Olenka,1981
None,Alexander Shilov,Diplomat,1982
None,Alexander Shilov,Awakening,1982
None,Alexander Shilov,Mira ,1985
None,Alexander Shilov,Metropolitan Filaret ,1987
None,Alexander Shilov,Singer E. Obraztsova ,1987
None,Alexander Shilov,In the cell (Mother Paisija). Puhtitsky monastery ,1988
None,Alexander Shilov,Galya ,1988
None,Alexander Shilov,Nana ,1989
None,Alexander Shilov,Young gypsy ,1990
None,Alexander Shilov,Igumen Zinoviy ,1991
None,Alexander Shilov,Nude ,1991
None,Alexander Shilov,Spring,1992
None,Alexander Shilov,Russian Beauty ,1992
None,Alexander Shilov,Director S. Bondarchuk ,1994
None,Alexander Shilov,Natasha ,1995
